# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 14:40:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
#
pl_name,hostname,gaia_id,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim
GJ 1061 c,GJ 1061,Gaia DR2 4848140361962951552,1,6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,1.74000,0.23000,-0.23000,0
GJ 1061 d,GJ 1061,Gaia DR2 4848140361962951552,1,13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,1.64000,0.24000,-0.23000,0
GJ 1132 b,GJ 1132,Gaia DR2 5413438219396893568,1,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,1.66000,0.23000,-0.23000,0
GJ 1132 c,GJ 1132,Gaia DR2 5413438219396893568,1,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,2.64000,0.44000,-0.44000,0
GJ 1148 b,GJ 1148,Gaia DR2 772430527947893632,1,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,96.70000,1.41000,-1.02000,0
GJ 1148 c,GJ 1148,Gaia DR2 772430527947893632,1,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,68.06000,4.91000,-2.19000,0
GJ 1151 b,GJ 1151,Gaia DR2 786834302079285632,1,2.01800000,0.00050000,-0.00050000,0,0.017350,0.000650,-0.000700,0,2.50000,0.50000,-0.50000,0
GJ 1214 b,GJ 1214,Gaia DR2 4393265392167891712,1,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,6.26125,0.85814,-0.85814,0
GJ 1252 b,GJ 1252,Gaia DR2 6468968316900356736,1,0.51823490,0.00000630,-0.00000500,0,0.009160,0.000760,-0.000760,0,2.09000,0.56000,-0.56000,0
GJ 1265 b,GJ 1265,Gaia DR2 6825822095663585536,1,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,7.40000,0.50000,-0.50000,0
GJ 143 b,GJ 143,Gaia DR2 4673947174316727040,1,35.61253000,0.00060000,-0.00062000,0,0.191500,0.005800,-0.006300,0,22.70000,2.20000,-1.90000,0
GJ 15 A b,GJ 15 A,Gaia DR2 385334230892516480,1,11.44070000,0.00170000,-0.00160000,0,0.072000,0.003000,-0.004000,0,3.03000,0.46000,-0.44000,0
GJ 15 A c,GJ 15 A,Gaia DR2 385334230892516480,1,7600.00000000,2200.00000000,-1700.00000000,0,5.400000,1.000000,-0.900000,0,36.00000,25.00000,-18.00000,0
GJ 160.2 b,GJ 160.2,Gaia DR2 5091077112523802112,1,5.23540000,0.00270000,-0.00650000,0,0.053000,0.004000,-0.007000,0,10.20000,7.20000,-5.90000,0
GJ 163 b,GJ 163,Gaia DR2 4780294722094459904,1,8.63182000,0.00155000,-0.00155000,0,0.060700,0.000010,-0.000010,0,10.60000,0.60000,-0.60000,0
GJ 163 c,GJ 163,Gaia DR2 4780294722094459904,1,25.63058000,0.02550000,-0.02550000,0,0.125400,0.000100,-0.000100,0,6.80000,0.90000,-0.90000,0
GJ 163 d,GJ 163,Gaia DR2 4780294722094459904,1,603.95116000,7.55862000,-7.55862000,0,1.030400,0.008600,-0.008600,0,29.40000,2.90000,-2.90000,0
GJ 179 b,GJ 179,Gaia DR2 3288082758293022848,1,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,260.61000,22.25000,-22.25000,0
GJ 180 b,GJ 180,Gaia DR2 2979590513145784192,1,17.13300000,0.00300000,-0.00300000,0,0.092000,0.003000,-0.003000,0,6.49000,0.68000,-0.68000,0
GJ 180 c,GJ 180,Gaia DR2 2979590513145784192,1,24.32900000,0.05200000,-0.06600000,0,0.129000,0.007000,-0.017000,0,6.40000,3.70000,-4.10000,0
GJ 180 d,GJ 180,Gaia DR2 2979590513145784192,1,106.30000000,0.12900000,-0.12900000,0,0.309000,0.010000,-0.010000,0,7.56000,1.07000,-1.07000,0
GJ 2056 b,GJ 2056,Gaia DR2 5617244278837970816,1,69.97100000,0.06100000,-0.06100000,0,0.283000,0.013000,-0.013000,0,16.20000,3.60000,-3.60000,0
GJ 229 A c,GJ 229,Gaia DR2 2940856402123426176,1,121.99500000,0.16100000,-0.16100000,0,0.339000,0.011000,-0.011000,0,7.26800,1.25600,-1.25600,0
GJ 229 b,GJ 229,Gaia DR2 2940856402123426176,1,526.11500000,4.30000000,-4.30000000,0,0.898000,0.031000,-0.031000,0,8.47800,2.03300,-2.03300,0
GJ 251 b,GJ 251,Gaia DR2 939072613334579328,1,14.23800000,0.00200000,-0.00200000,0,0.081800,0.001100,-0.001200,0,4.00000,0.40000,-0.40000,0
GJ 27.1 b,GJ 27.1,Gaia DR2 4980466929964496128,1,15.81900000,0.02300000,-0.02600000,0,0.101000,0.009000,-0.013000,0,13.00000,4.10000,-6.60000,0
GJ 273 b,GJ 273,,1,18.64980000,0.00590000,-0.00520000,0,0.091101,0.000019,-0.000017,0,2.89000,0.27000,-0.26000,0
GJ 273 c,GJ 273,,1,4.72340000,0.00040000,-0.00040000,0,0.036467,0.000002,-0.000002,0,1.18000,0.16000,-0.16000,0
GJ 3021 b,GJ 3021,Gaia DR2 4634528720388462592,1,133.71000000,0.20000000,-0.20000000,0,0.490000,,,0,1071.04000,28.60000,-28.60000,0
GJ 3082 b,GJ 3082,Gaia DR2 4915139584039259392,1,11.94900000,0.02200000,-0.02200000,0,0.079000,0.003000,-0.003000,0,8.20000,1.70000,-1.70000,0
GJ 3138 b,GJ 3138,Gaia DR2 5144740907820131840,1,1.22003000,0.00006000,-0.00004000,0,0.019700,0.000500,-0.000500,0,1.78000,0.34000,-0.33000,0
GJ 3138 c,GJ 3138,Gaia DR2 5144740907820131840,1,5.97400000,0.00100000,-0.00100000,0,0.057000,0.001000,-0.001000,0,4.18000,0.61000,-0.59000,0
GJ 3138 d,GJ 3138,Gaia DR2 5144740907820131840,1,257.80000000,3.60000000,-3.50000000,0,0.698000,0.018000,-0.019000,0,10.50000,2.30000,-2.10000,0
GJ 317 b,GJ 317,Gaia DR2 5701750711020088192,1,695.66000000,0.35500000,-0.35500000,0,1.151000,0.018000,-0.018000,0,557.10000,18.30000,-18.30000,0
GJ 317 c,GJ 317,Gaia DR2 5701750711020088192,1,6739.32300000,143.10600000,-143.10600000,0,5.230000,0.111000,-0.111000,0,522.50000,19.10000,-19.10000,0
GJ 328 b,GJ 328,Gaia DR2 577602496345490176,1,4100.00000000,300.00000000,-300.00000000,0,4.500000,0.200000,-0.200000,0,731.00000,41.32000,-41.32000,0
GJ 3293 b,GJ 3293,Gaia DR2 4893118771316702720,1,30.59870000,0.00830000,-0.00840000,0,0.143390,0.000030,-0.000030,0,23.54000,0.88000,-0.89000,0
GJ 3293 c,GJ 3293,Gaia DR2 4893118771316702720,1,122.61960000,0.24290000,-0.23710000,0,0.361750,0.000480,-0.000470,0,21.09000,1.24000,-1.26000,0
GJ 3293 d,GJ 3293,Gaia DR2 4893118771316702720,1,48.13450000,0.06280000,-0.06610000,0,0.193940,0.000170,-0.000180,0,7.60000,1.05000,-1.05000,0
GJ 3293 e,GJ 3293,Gaia DR2 4893118771316702720,1,13.25430000,0.00780000,-0.01040000,0,0.082080,0.000030,-0.000040,0,3.28000,0.64000,-0.64000,0
GJ 3323 b,GJ 3323,Gaia DR2 3187115498866675456,1,5.36360000,0.00070000,-0.00070000,0,0.032820,0.000540,-0.000560,0,2.02000,0.26000,-0.25000,0
GJ 3323 c,GJ 3323,Gaia DR2 3187115498866675456,1,40.54000000,0.21000000,-0.19000000,0,0.126400,0.002100,-0.002200,0,2.31000,0.50000,-0.49000,0
GJ 3341 b,GJ 3341,Gaia DR2 4827532078086044416,1,14.20700000,0.00700000,-0.00700000,0,0.089000,,,0,6.60000,0.10000,-0.10000,0
GJ 338 B b,GJ 338 B,Gaia DR2 1022456104850892928,1,24.45000000,0.02000000,-0.02000000,0,0.141000,0.005000,-0.005000,0,10.27000,1.47000,-1.38000,0
GJ 3470 b,GJ 3470,Gaia DR2 654687847820642560,1,3.33664960,0.00000390,-0.00000330,0,0.035500,0.001900,-0.001900,0,13.90000,1.50000,-1.50000,0
GJ 3473 b,GJ 3473,Gaia DR2 3094290054327367168,1,1.19800350,0.00000180,-0.00000190,0,0.015890,0.000620,-0.000620,0,1.86000,0.30000,-0.30000,0
GJ 3473 c,GJ 3473,Gaia DR2 3094290054327367168,1,15.50900000,0.03300000,-0.03300000,0,0.087600,0.003500,-0.003400,0,7.41000,0.91000,-0.86000,0
GJ 3512 b,GJ 3512,Gaia DR2 1040827088726734976,1,203.59000000,0.14000000,-0.14000000,0,0.338000,0.008000,-0.008400,0,147.15529,6.99226,-7.31009,0
GJ 357 b,GJ 357,Gaia DR2 5664814198431308288,1,3.93072000,0.00008000,-0.00006000,0,0.035000,0.002000,-0.002000,0,1.84000,0.31000,-0.31000,0
GJ 357 c,GJ 357,Gaia DR2 5664814198431308288,1,9.12470000,0.00110000,-0.00100000,0,0.061000,0.004000,-0.004000,0,3.40000,0.46000,-0.46000,0
GJ 357 d,GJ 357,Gaia DR2 5664814198431308288,1,55.66100000,0.05500000,-0.05500000,0,0.204000,0.015000,-0.015000,0,6.10000,1.00000,-1.00000,0
GJ 3634 b,GJ 3634,Gaia DR2 5452743423618768000,1,2.64561000,0.00066000,-0.00066000,0,0.028700,0.001000,-0.001100,0,8.40000,4.00000,-1.50000,0
GJ 3779 b,GJ 3779,Gaia DR2 1446540213584440704,1,3.02320000,0.00130000,-0.00130000,0,0.026000,0.001000,-0.001000,0,8.00000,0.50000,-0.50000,0
GJ 3942 b,GJ 3942,Gaia DR2 1428030622526979968,1,6.90500000,0.04000000,-0.04000000,0,0.060800,0.006800,-0.006800,0,7.14000,0.59000,-0.59000,0
GJ 3998 b,GJ 3998,Gaia DR2 4540061704988054400,1,2.64977000,0.00081000,-0.00077000,0,0.029000,0.001000,-0.001000,0,2.47000,0.27000,-0.27000,0
GJ 3998 c,GJ 3998,Gaia DR2 4540061704988054400,1,13.74000000,0.01600000,-0.01600000,0,0.089000,0.003000,-0.003000,0,6.26000,0.79000,-0.76000,0
GJ 411 b,GJ 411,,1,12.94600000,0.00500000,-0.00500000,0,0.078900,0.000680,-0.000770,0,2.69000,0.25000,-0.25000,0
GJ 414 A b,GJ 414 A,Gaia DR2 732857558276385664,1,50.80000000,0.10000000,-0.26000000,0,0.232400,0.009200,-0.009900,0,7.60000,2.44000,-2.19000,0
GJ 414 A c,GJ 414 A,Gaia DR2 732857558276385664,1,749.83000000,4.35000000,-3.63000000,0,1.400000,0.055000,-0.060000,0,53.83000,9.18000,-8.58000,0
GJ 422 b,GJ 422,Gaia DR2 5339892367683264384,1,20.12900000,0.00500000,-0.00500000,0,0.111000,0.004000,-0.004000,0,11.07000,1.12000,-1.12000,0
GJ 4276 b,GJ 4276,Gaia DR2 2200501793758177152,1,13.35200000,0.00300000,-0.00300000,0,0.082000,0.002000,-0.002000,0,16.57000,0.94000,-0.95000,0
GJ 433 b,GJ 433,Gaia DR2 3478160727866058368,1,7.37050000,0.00050000,-0.00050000,0,0.062000,0.002000,-0.002000,0,6.04300,0.59700,-0.59700,0
GJ 433 c,GJ 433,Gaia DR2 3478160727866058368,1,5094.10500000,608.61700000,-608.61700000,0,4.819000,0.417000,-0.417000,0,32.42200,6.32900,-6.32900,0
GJ 433 d,GJ 433,Gaia DR2 3478160727866058368,1,36.05900000,0.01600000,-0.01600000,0,0.178000,0.006000,-0.006000,0,5.22300,0.92100,-0.92100,0
GJ 436 b,GJ 436,Gaia DR2 4017860992519744384,1,2.64388312,0.00000057,-0.00000057,0,0.029100,0.001500,-0.001500,0,22.10000,2.30000,-2.30000,0
GJ 480 b,GJ 480,Gaia DR2 3928391218812375808,1,9.56700000,0.00500000,-0.00500000,0,0.068000,0.001000,-0.001000,0,13.20000,1.70000,-1.70000,0
GJ 486 b,GJ 486,Gaia DR2 3735000631158990976,1,1.46711900,0.00003100,-0.00003000,0,0.017340,0.000260,-0.000270,0,2.82000,0.11000,-0.12000,0
GJ 504 b,GJ 504,Gaia DR2 3732539683617410816,1,,,,,43.500000,,,0,1271.30000,1430.20000,-317.80000,0
GJ 536 b,GJ 536,Gaia DR2 3657653114880309248,1,8.70760000,0.00220000,-0.00250000,0,0.066610,0.000011,-0.000013,0,5.36000,0.69000,-0.62000,0
GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,1,5.36860000,0.00010000,-0.00010000,0,0.040610,0.000030,-0.000030,0,15.80000,0.30000,-0.30000,0
GJ 581 c,GJ 581,Gaia DR2 6322070093095493504,1,12.91400000,0.00200000,-0.00200000,0,0.072100,0.000300,-0.000300,0,5.50000,0.30000,-0.30000,0
GJ 581 e,GJ 581,Gaia DR2 6322070093095493504,1,3.14900000,0.00020000,-0.00020000,0,0.028150,0.000060,-0.000060,0,1.70000,0.20000,-0.20000,0
GJ 625 b,GJ 625,Gaia DR2 1428427236986209024,1,14.62800000,0.01200000,-0.01300000,0,0.078361,0.000044,-0.000046,0,2.82000,0.51000,-0.51000,0
GJ 649 b,GJ 649,Gaia DR2 4572835535272064768,1,598.30000000,4.20000000,-4.20000000,0,1.135000,0.035000,-0.035000,0,104.24400,10.17000,-10.17000,0
GJ 667 C b,GJ 667 C,Gaia DR2 5975663354131618304,1,7.20040000,0.00170000,-0.00170000,0,0.050500,0.004400,-0.005300,0,5.60000,1.40000,-1.30000,0
GJ 667 C c,GJ 667 C,Gaia DR2 5975663354131618304,1,28.14000000,0.05300000,-0.06500000,0,0.125000,0.012000,-0.013000,0,3.80000,1.50000,-1.20000,0
GJ 667 C e,GJ 667 C,Gaia DR2 5975663354131618304,1,62.24000000,0.55000000,-0.55000000,0,0.213000,0.019000,-0.022000,0,2.70000,1.60000,-1.40000,0
GJ 667 C f,GJ 667 C,Gaia DR2 5975663354131618304,1,39.02600000,0.19400000,-0.21100000,0,0.156000,0.014000,-0.017000,0,2.70000,1.40000,-1.20000,0
GJ 667 C g,GJ 667 C,Gaia DR2 5975663354131618304,1,256.20000000,13.80000000,-7.90000000,0,0.549000,0.052000,-0.058000,0,4.60000,2.60000,-2.30000,0
GJ 674 b,GJ 674,Gaia DR2 5951824121022278144,1,4.69380000,0.00700000,-0.00700000,0,0.039000,,,0,11.09000,,,0
GJ 676 A b,GJ 676 A,Gaia DR2 5925209583053212800,1,1056.80005000,2.80000000,-2.80000000,0,1.820000,0.060000,-0.060000,0,1576.43680,305.11680,-305.11680,0
GJ 676 A c,GJ 676 A,Gaia DR2 5925209583053212800,1,7337.00000000,95.00000000,-92.00000000,0,6.600000,0.100000,-0.100000,0,2161.24400,31.78300,-31.78300,0
GJ 676 A d,GJ 676 A,Gaia DR2 5925209583053212800,1,3.60050000,0.00020000,-0.00020000,0,,,,,4.40000,0.30000,-0.30000,0
GJ 676 A e,GJ 676 A,Gaia DR2 5925209583053212800,1,35.39000000,0.03000000,-0.04000000,0,,,,,8.10000,0.70000,-0.70000,0
GJ 682 b,GJ 682,Gaia DR2 5955305209191546112,1,17.47800000,0.06200000,-0.04000000,0,0.080000,0.014000,-0.004000,0,4.40000,3.70000,-2.40000,0
GJ 682 c,GJ 682,Gaia DR2 5955305209191546112,1,57.32000000,0.45000000,-0.48000000,0,0.176000,0.030000,-0.009000,0,8.70000,5.80000,-4.60000,0
GJ 685 b,GJ 685,Gaia DR2 1439069444391326208,1,24.16000000,0.06100000,-0.04700000,0,0.134400,0.005200,-0.005100,0,9.00000,1.70000,-1.80000,0
GJ 687 b,GJ 687,Gaia DR2 1637645127018395776,1,38.14200000,0.00700000,-0.00700000,0,0.163000,0.003000,-0.003000,0,17.20000,1.00000,-1.00000,0
GJ 687 c,GJ 687,Gaia DR2 1637645127018395776,1,727.56200000,12.19800000,-12.19800000,0,1.165000,0.023000,-0.023000,0,16.00000,4.10000,-4.10000,0
GJ 740 b,GJ 740,Gaia DR2 4282578724832056576,1,2.37756000,0.00013000,-0.00011000,0,0.029000,0.001000,-0.001000,0,2.96000,0.50000,-0.48000,0
GJ 832 b,GJ 832,Gaia DR2 6562924609150908416,1,3657.00000000,104.00000000,-104.00000000,0,3.560000,0.280000,-0.280000,0,216.00000,29.00000,-28.00000,0
GJ 832 c,GJ 832,Gaia DR2 6562924609150908416,1,35.68000000,0.03000000,-0.03000000,0,0.163000,0.006000,-0.006000,0,5.40000,0.95000,-0.95000,0
GJ 849 b,GJ 849,Gaia DR2 2627117287488522240,1,1882.00000000,250.00000000,-250.00000000,0,2.350000,0.220000,-0.220000,0,317.83000,98.52730,-98.52730,0
GJ 86 b,GJ 86,Gaia DR2 4937000898855759104,1,15.76491000,0.00039000,-0.00039000,0,0.110000,0.000000,0.000000,0,1404.80860,63.56600,-63.56600,0
GJ 876 b,GJ 876,Gaia DR2 2603090003484152064,1,61.11660000,0.00860000,-0.00860000,0,0.208317,0.000020,-0.000020,0,723.22350,1.43020,-1.43020,0
GJ 876 c,GJ 876,Gaia DR2 2603090003484152064,1,30.08810000,0.00820000,-0.00820000,0,0.129590,0.000024,-0.000024,0,226.98460,1.23950,-1.23950,0
GJ 876 d,GJ 876,Gaia DR2 2603090003484152064,1,1.93778000,0.00002000,-0.00002000,0,0.020807,0.000000,0.000000,0,6.83000,0.40000,-0.40000,0
GJ 876 e,GJ 876,Gaia DR2 2603090003484152064,1,124.26000000,0.70000000,-0.70000000,0,0.334300,0.001300,-0.001300,0,14.60000,1.70000,-1.70000,0
GJ 887 b,GJ 887,,1,9.26200000,0.00100000,-0.00100000,0,0.068000,0.002000,-0.002000,0,4.20000,0.60000,-0.60000,0
GJ 887 c,GJ 887,,1,21.78900000,0.00400000,-0.00500000,0,0.120000,0.004000,-0.004000,0,7.60000,1.20000,-1.20000,0
GJ 9066 b,GJ 9066,Gaia DR2 76868614540049408,1,241.88300000,1.80800000,-1.80800000,0,0.403000,0.018000,-0.018000,0,30.90000,6.40000,-6.40000,0
GJ 9066 c,GJ 9066,Gaia DR2 76868614540049408,1,767.88700000,7.50000000,-7.50000000,0,0.870000,0.040000,-0.040000,0,71.60000,10.30000,-10.30000,0
GJ 96 b,GJ 96,Gaia DR2 354077348697687424,1,73.94000000,0.33000000,-0.38000000,0,0.291000,0.005000,-0.005000,0,19.66000,2.42000,-2.30000,0
GJ 9827 b,GJ 9827,Gaia DR2 2643842302456085888,1,1.20898190,0.00000693,-0.00000714,0,0.018800,0.000200,-0.000140,0,4.91000,0.49000,-0.49000,0
GJ 9827 c,GJ 9827,Gaia DR2 2643842302456085888,1,3.64809570,0.00006330,-0.00006210,0,0.039250,0.000420,-0.000290,0,0.84000,,,0
GJ 9827 d,GJ 9827,Gaia DR2 2643842302456085888,1,6.20146980,0.00006260,-0.00006110,0,0.055910,0.000590,-0.000410,0,4.04000,0.82000,-0.84000,0
GQ Lup b,GQ Lup,Gaia DR2 6011522757643074304,1,,,,,100.000000,,,0,6356.00000,,,0
GSC 06214-00210 b,GSC 06214-00210,Gaia DR2 6244440552088537600,1,,,,,300.000000,,,0,4258.70000,476.70000,-476.70000,0
GU Psc b,GU Psc,Gaia DR2 2784120641627589760,1,,,,,2000.000000,200.000000,-200.000000,0,3591.30000,540.30000,-540.30000,0
Gl 378 b,Gl 378,Gaia DR2 823228721066990720,1,3.82200000,0.00100000,-0.00100000,0,0.039435,0.000230,-0.000230,0,13.02000,2.03000,-2.01000,0
Gl 49 b,Gl 49,Gaia DR2 522863309964987520,1,13.85080000,0.00530000,-0.00510000,0,0.090500,0.001100,-0.001100,0,5.63000,0.67000,-0.68000,0
Gl 686 b,Gl 686,Gaia DR2 4550763526539955712,1,15.53000000,0.00110000,-0.00110000,0,0.091000,0.001000,-0.001000,0,6.62400,0.43200,-0.43200,0
HAT-P-1 b,HAT-P-1,Gaia DR2 1928431764627661440,1,4.46529976,0.00000055,-0.00000055,0,0.055610,0.000820,-0.000830,0,166.86075,6.03877,-6.03877,0
HAT-P-11 b,HAT-P-11,Gaia DR2 2086512227851023872,1,4.88780244,,,0,0.052540,0.000640,-0.000660,0,23.40000,1.50000,-1.50000,0
HAT-P-11 c,HAT-P-11,Gaia DR2 2086512227851023872,1,3407.00000000,360.00000000,-190.00000000,0,4.130000,0.290000,-0.160000,0,507.00000,30.00000,-27.00000,0
HAT-P-12 b,HAT-P-12,Gaia DR2 1499514786891168640,1,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,67.05900,3.81400,-3.81400,0
HAT-P-13 b,HAT-P-13,Gaia DR2 1014520826353577088,1,2.91625000,0.00001500,-0.00001500,0,,,,,270.46200,12.07700,-12.07700,0
HAT-P-13 c,HAT-P-13,Gaia DR2 1014520826353577088,1,446.27000000,0.22000000,-0.22000000,0,,,,,4538.42100,88.98900,-88.98900,0
HAT-P-14 b,HAT-P-14,Gaia DR2 1340497608486742400,1,4.62767000,0.00000500,-0.00000500,0,,,,,1093.33520,200.23290,-200.23290,0
HAT-P-15 b,HAT-P-15,Gaia DR2 179498266829041664,1,10.86350000,0.00002700,-0.00002700,0,,,,,616.59020,95.34900,-95.34900,0
HAT-P-16 b,HAT-P-16,Gaia DR2 381592313648387200,1,2.77596000,0.00000300,-0.00000300,0,0.041300,0.000400,-0.000400,0,1332.60500,29.87500,-29.87500,0
HAT-P-17 b,HAT-P-17,Gaia DR2 1849786481031300608,1,10.33852000,0.00000900,-0.00000900,0,,,,,184.34140,19.06980,-19.06980,0
HAT-P-17 c,HAT-P-17,Gaia DR2 1849786481031300608,1,5584.00000000,7700.00000000,-2100.00000000,0,5.600000,3.500000,-1.400000,0,1080.60000,349.60000,-222.50000,0
HAT-P-18 b,HAT-P-18,Gaia DR2 1334573817793362560,1,5.50802300,0.00000600,-0.00000600,0,0.055900,0.000700,-0.000700,0,62.61000,4.13200,-4.13200,0
HAT-P-19 b,HAT-P-19,Gaia DR2 365426679516816512,1,4.00877800,0.00000600,-0.00000600,0,0.046600,0.000800,-0.000800,0,92.80200,5.72100,-5.72100,0
HAT-P-2 b,HAT-P-2,Gaia DR2 1380825667768742144,1,5.63351580,0.00000360,-0.00000360,0,0.068140,0.000510,-0.000510,0,2739.69460,54.03110,-54.03110,0
HAT-P-20 b,HAT-P-20,Gaia DR2 869913435026514688,1,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,2302.89900,59.43200,-59.43200,0
HAT-P-21 b,HAT-P-21,Gaia DR2 770622651659107712,1,4.12448000,0.00000700,-0.00000700,0,,,,,1547.83210,498.99310,-498.99310,0
HAT-P-22 b,HAT-P-22,Gaia DR2 846946629987527168,1,3.21222000,0.00000900,-0.00000900,0,,,,,785.04010,101.70560,-101.70560,0
HAT-P-23 b,HAT-P-23,Gaia DR2 1808938730710633984,1,1.21288000,0.00000200,-0.00000200,0,,,,,425.89220,187.51970,-187.51970,0
HAT-P-24 b,HAT-P-24,Gaia DR2 3167323052618369408,1,3.35524000,0.00000700,-0.00000700,0,,,,,238.37250,79.45750,-79.45750,0
HAT-P-25 b,HAT-P-25,Gaia DR2 111322601672419712,1,3.65281514,0.00000076,-0.00000075,0,0.046600,0.000810,-0.000800,0,180.84527,7.31009,-6.99226,0
HAT-P-26 b,HAT-P-26,Gaia DR2 3668036348641580288,1,4.23452000,0.00001500,-0.00001500,0,,,,,22.24810,6.35660,-6.35660,0
HAT-P-27 b,HAT-P-27,Gaia DR2 1159336403336463872,1,3.03957700,0.00000500,-0.00000600,0,0.040000,0.000800,-0.000800,0,197.05000,9.53000,-9.53000,0
HAT-P-28 b,HAT-P-28,Gaia DR2 363702817083391232,1,3.25721500,0.00000700,-0.00000700,0,0.043400,0.000700,-0.000700,0,198.95300,11.75900,-11.75900,0
HAT-P-29 b,HAT-P-29,Gaia DR2 359058441314838528,1,5.72319000,0.00004900,-0.00004900,0,,,,,279.69040,79.45750,-79.45750,0
HAT-P-3 b,HAT-P-3,Gaia DR2 1510191594552968832,1,2.89970000,0.00005400,-0.00005400,0,,,,,206.58950,34.96130,-34.96130,0
HAT-P-30 b,HAT-P-30,Gaia DR2 3096441729861716224,1,2.81060000,0.00000500,-0.00000500,0,,,,,263.79890,57.20940,-57.20940,0
HAT-P-31 b,HAT-P-31,Gaia DR2 4583004815239650176,1,5.00542000,0.00009100,-0.00009100,0,,,,,721.47410,266.97720,-266.97720,0
HAT-P-32 b,HAT-P-32,Gaia DR2 356348286886230272,1,2.15000820,0.00000013,-0.00000013,0,0.033970,0.000510,-0.000500,0,216.12440,34.96130,-31.78300,0
HAT-P-33 b,HAT-P-33,Gaia DR2 893550942158776832,1,3.47447000,0.00000100,-0.00000100,0,,,,,292.40360,158.91500,-158.91500,0
HAT-P-34 b,HAT-P-34,Gaia DR2 1810218734055374720,1,5.45265400,0.00001600,-0.00001600,0,0.067740,0.000740,-0.000760,0,1058.37390,66.74430,-63.56600,0
HAT-P-35 b,HAT-P-35,Gaia DR2 3094733088793018240,1,3.64670600,0.00002100,-0.00002100,0,0.049780,0.000640,-0.000660,0,335.62848,10.48839,-10.48839,0
HAT-P-36 b,HAT-P-36,Gaia DR2 1541532207133249920,1,1.32734683,0.00000048,-0.00000048,0,0.024100,0.000470,-0.000470,0,587.41341,27.65121,-27.65121,0
HAT-P-37 b,HAT-P-37,Gaia DR2 2133946843094378752,1,2.79743600,0.00000700,-0.00000700,0,0.037900,0.000600,-0.000600,0,371.52800,32.73500,-32.73500,0
HAT-P-38 b,HAT-P-38,Gaia DR2 324889227693298560,1,4.64038200,0.00003200,-0.00003200,0,0.052300,0.000900,-0.000900,0,84.85700,6.35600,-6.35600,0
HAT-P-39 b,HAT-P-39,Gaia DR2 3169391577586325120,1,3.54387000,0.00000500,-0.00000500,0,0.050900,0.000600,-0.000600,0,190.37200,31.46400,-31.46400,0
HAT-P-4 b,HAT-P-4,Gaia DR2 1291120362349158016,1,3.05653600,,,0,0.044380,0.000810,-0.001500,0,213.25500,10.48800,-13.98400,0
HAT-P-40 b,HAT-P-40,Gaia DR2 1962153854973972096,1,4.45724000,0.00001000,-0.00001000,0,,,,,152.55840,41.31790,-41.31790,0
HAT-P-41 b,HAT-P-41,Gaia DR2 4290415081653653632,1,2.69405000,0.00000400,-0.00000400,0,,,,,378.21770,190.69800,-190.69800,0
